订单ID,用户ID,商品名称,包装规格,单价(元),数量(个),订单金额(元),下单时间,消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段
9812534,549882,蒜蓉西兰花,500g,17.62,3,52.86,2024/6/11 20:26,新一线,银行卡,店铺券,1,51.86,1949,43,1,45-54
9173837,647218,清蒸鲈鱼,800g,27.21,9,244.89,2024/10/20 10:30,新一线,银行卡,平台券,4,240.89,5315,50,1,25-34
3387180,715764,蒜蓉西兰花,800g,22.06,5,110.3,2024/1/18 4:27,一线,微信,平台券,2,108.3,8487,39,0,25-34
9973455,989842,螺蛳粉,800g,29.71,1,29.71,2024/9/19 1:19,新一线,银行卡,店铺券,10,19.71,3608,42,1,45-54
6467091,638641,番茄炒蛋,1000g,16.43,5,82.15,2024/8/19 23:58,一线,支付宝,店铺券,13,69.15,14,33,0,25-34
2489520,703080,麻婆豆腐,200g,46.55,2,93.1,2024/7/27 1:24,新一线,支付宝,满减,1,92.1,8669,34,0,45-54
6185130,948691,鱼香肉丝,500g,48.67,3,146.01,2024/5/30 12:21,新一线,余额,会员折扣,11,135.01,2114,32,0,25-34
7426663,787137,鱼香肉丝,400g,22.13,4,88.52,2024/6/27 3:41,三线,微信,无,0,88.52,3931,43,1,55+
4250885,490779,麻婆豆腐,1000g,12.66,6,75.96,2024/9/28 22:33,二线,余额,无,0,75.96,8214,33,0,45-54
6467091,638641,番茄炒蛋,1000g,11.57,5,57.85,2024/8/19 23:58,一线,支付宝,店铺券,8,49.85,14,33,0,18-24
1425068,524637,鱼香肉丝,300g,32.94,9,296.46,2024/1/4 22:16,三线,余额,秒杀,2,294.46,5907,40,1,35-44
1425068,524637,鱼香肉丝,300g,47.69,3,143.07,2024/1/4 22:16,一线,余额,无,0,143.07,5907,40,1,18-24
7609243,362989,麻婆豆腐,600g,36.17,2,72.34,2024/1/14 8:18,三线,云闪付,会员折扣,4,68.34,3437,25,0,45-54
6974336,945926,螺蛳粉,500g,31.34,0,0,2024/5/5 9:39,三线,支付宝,店铺券,0,0,8807,42,1,25-34
9433928,712657,宫保鸡丁,800g,25.85,6,155.1,2024/10/4 8:58,三线,云闪付,店铺券,11,144.1,6002,43,0,45-54
3277104,745363,回锅肉,400g,38.27,6,229.62,2024/9/5 22:22,一线,余额,平台券,10,219.62,7164,46,1,45-54
6974336,945926,螺蛳粉,500g,40.42,3,121.26,2024/5/5 9:39,三线,支付宝,店铺券,3,118.26,8807,42,1,25-34
2548917,605322,凉拌黄瓜,500g,47.83,8,382.64,2024/2/11 22:27,三线,余额,秒杀,7,375.64,2882,42,1,18-24
7387152,303010,清蒸鲈鱼,300g,17.88,3,53.64,2024/11/20 0:13,一线,银行卡,会员折扣,6,47.64,6677,39,1,25-34
9060832,196447,螺蛳粉,800g,31.62,1,31.62,2024/1/3 12:15,三线,余额,无,0,31.62,6964,45,1,35-44
9812534,549882,蒜蓉西兰花,500g,29.73,1,29.73,2024/6/11 20:26,新一线,银行卡,秒杀,4,25.73,1949,43,1,25-34
9367046,915473,螺蛳粉,400g,17.56,7,122.92,2024/8/1 14:22,新一线,云闪付,满减,5,117.92,7237,40,1,18-24
8826169,491629,蒜蓉西兰花,600g,49.03,10,490.3,2024/10/16 22:35,新一线,云闪付,会员折扣,5,485.3,2774,38,0,35-44
1123966,889342,麻婆豆腐,500g,42.41,1,42.41,2024/2/20 5:24,新一线,余额,店铺券,42,0.41,32,39,1,25-34
1931991,153033,宫保鸡丁,800g,45.8,7,320.6,2024/2/26 19:42,新一线,支付宝,店铺券,6,314.6,1475,31,0,45-54
8665603,936197,番茄炒蛋,1000g,37.62,3,112.86,2024/4/11 23:28,三线,支付宝,平台券,6,106.86,2982,38,0,45-54
1345807,561489,凉拌黄瓜,200g,22.19,8,177.52,2024/10/18 19:10,二线,余额,会员折扣,2,175.52,2058,32,0,45-54
2496845,381120,麻婆豆腐,300g,17.27,1,17.27,2024/7/16 3:38,三线,支付宝,会员折扣,11,6.27,9,44,1,18-24
2736435,387600,螺蛳粉,1000g,25.62,5,128.1,2024/7/17 11:14,一线,银行卡,会员折扣,12,116.1,86,37,1,18-24
8665603,936197,番茄炒蛋,1000g,28.77,3,86.31,2024/4/11 23:28,新一线,支付宝,无,0,86.31,2982,38,1,25-34
3183031,671914,番茄炒蛋,300g,24.71,7,172.97,2024/5/7 3:12,一线,支付宝,会员折扣,0,172.97,8657,22,1,18-24
3277104,745363,回锅肉,400g,28.4,4,113.6,2024/9/5 22:22,三线,余额,满减,11,102.6,7164,46,1,25-34
9003383,520789,螺蛳粉,300g,17.74,1,17.74,2024/1/6 7:02,一线,支付宝,满减,4,13.74,8168,50,1,18-24
1345807,561489,凉拌黄瓜,200g,35.79,8,286.32,2024/10/18 19:10,一线,余额,无,0,286.32,2058,32,0,45-54
8524321,756388,糖醋里脊,600g,32.3,6,193.8,2024/3/16 15:54,三线,支付宝,满减,6,187.8,57,44,1,25-34
2643121,849319,回锅肉,400g,27.49,1,27.49,2024/2/23 6:41,一线,支付宝,无,0,27.49,7722,35,0,18-24
3387180,715764,蒜蓉西兰花,800g,34.16,9,307.44,2024/1/18 4:27,一线,微信,满减,1,306.44,8487,39,1,18-24
5228670,915007,番茄炒蛋,1000g,29.18,2,58.36,2024/3/20 3:39,新一线,支付宝,店铺券,1,57.36,9743,37,1,18-24
4355616,481860,番茄炒蛋,800g,24.73,5,123.65,2024/8/19 23:45,新一线,支付宝,满减,1,122.65,3995,38,0,25-34
8058332,376343,蒜蓉西兰花,400g,36.03,0,0,2024/6/11 21:41,新一线,支付宝,满减,0,0,3238,41,1,18-24
2496845,381120,麻婆豆腐,300g,11.53,3,34.59,2024/7/16 3:38,新一线,支付宝,满减,6,28.59,9,44,1,25-34
7387152,303010,清蒸鲈鱼,300g,26.84,5,134.2,2024/11/20 0:13,新一线,银行卡,秒杀,5,129.2,6677,39,1,18-24
7307169,668423,回锅肉,1000g,42.3,10,423,2024/8/22 18:24,二线,支付宝,无,0,423,6341,38,0,25-34
9837493,101553,麻婆豆腐,800g,44.44,4,177.76,2024/3/5 11:12,二线,银行卡,店铺券,12,165.76,17,14,0,45-54
7307169,668423,回锅肉,1000g,18.51,7,129.57,2024/8/22 18:24,三线,支付宝,会员折扣,5,124.57,6341,38,0,18-24
6201134,946312,清蒸鲈鱼,400g,15.19,5,75.95,2024/1/30 11:15,新一线,支付宝,满减,1,74.95,1985,33,1,18-24
9003383,520789,螺蛳粉,300g,47.86,3,143.58,2024/1/6 7:02,新一线,支付宝,平台券,13,130.58,8168,50,1,45-54
9812534,549882,蒜蓉西兰花,500g,47.22,0,0,2024/6/11 20:26,新一线,银行卡,无,0,0,1949,43,1,18-24
1425068,524637,鱼香肉丝,300g,43.48,8,347.84,2024/1/4 22:16,一线,余额,会员折扣,1,346.84,5907,40,1,45-54
4770887,251867,宫保鸡丁,800g,49.82,1,49.82,2024/8/1 12:54,一线,云闪付,会员折扣,8,41.82,4504,30,1,18-24
1123966,889342,麻婆豆腐,500g,14.51,3,43.53,2024/2/20 5:24,新一线,余额,满减,9,34.53,32,39,1,18-24
6185130,948691,鱼香肉丝,500g,34.38,1,34.38,2024/5/30 12:21,新一线,余额,无,0,34.38,2114,32,1,35-44
3171444,604953,清蒸鲈鱼,300g,21.41,10,214.1,2024/2/12 1:30,新一线,微信,秒杀,6,208.1,6399,10,0,18-24
9742718,140397,番茄炒蛋,400g,41.48,9,373.32,2024/8/23 5:45,一线,银行卡,会员折扣,8,365.32,1676,49,1,25-34
7778966,661967,糖醋里脊,800g,30.23,6,181.38,2024/2/26 17:14,三线,云闪付,无,0,181.38,6749,43,1,45-54
3171444,604953,清蒸鲈鱼,300g,31.9,3,95.7,2024/2/12 1:30,新一线,微信,平台券,12,83.7,6399,10,0,45-54
5772366,541130,鱼香肉丝,500g,35.62,6,213.72,2024/6/3 16:36,二线,支付宝,店铺券,50,163.72,25,40,1,25-34
8524321,756388,糖醋里脊,600g,14.77,8,118.16,2024/3/16 15:54,二线,支付宝,会员折扣,8,110.16,57,44,1,45-54
2489520,703080,麻婆豆腐,200g,49.57,9,446.13,2024/7/27 1:24,一线,支付宝,会员折扣,10,436.13,8669,34,1,45-54
8665603,936197,番茄炒蛋,1000g,30.32,5,151.6,2024/4/11 23:28,新一线,支付宝,满减,1,150.6,2982,38,1,18-24
9035056,519196,鱼香肉丝,300g,36.55,1,36.55,2024/8/13 5:38,新一线,银行卡,秒杀,14,22.55,5924,49,1,45-54
8524321,756388,糖醋里脊,600g,38.82,8,310.56,2024/3/16 15:54,三线,支付宝,会员折扣,5,305.56,57,44,1,18-24
2676192,969291,回锅肉,300g,12.21,10,122.1,2024/3/3 8:57,新一线,支付宝,会员折扣,4,118.1,9378,48,1,25-34
7845170,601361,鱼香肉丝,300g,10.33,5,51.65,2024/3/26 6:44,一线,支付宝,无,0,51.65,2289,42,1,35-44
2019887,341763,宫保鸡丁,600g,36.87,0,0,2024/9/17 11:07,新一线,银行卡,无,0,0,5946,46,1,25-34
6974336,945926,螺蛳粉,500g,39.23,1,39.23,2024/5/5 9:39,新一线,支付宝,满减,4,35.23,8807,42,1,35-44
8971734,372010,蒜蓉西兰花,800g,22.81,8,182.48,2024/12/10 4:39,三线,云闪付,平台券,0,182.48,5342,44,1,35-44
8034345,214407,回锅肉,600g,36.81,10,368.1,2024/9/2 8:35,二线,支付宝,秒杀,3,365.1,7532,42,1,18-24
8866587,740839,糖醋里脊,600g,39.78,9,358.02,2024/3/21 8:01,二线,余额,平台券,13,345.02,8989,31,1,25-34
7530780,774797,宫保鸡丁,500g,48.85,4,195.4,2024/9/19 9:30,一线,支付宝,无,0,195.4,4420,40,1,18-24
3183031,671914,番茄炒蛋,300g,44.44,5,222.2,2024/5/7 3:12,新一线,支付宝,会员折扣,1,221.2,8657,22,1,25-34
2899986,759871,蒜蓉西兰花,800g,16.29,6,97.74,2024/6/26 19:08,一线,银行卡,无,0,97.74,3855,38,0,25-34
5918447,732847,螺蛳粉,800g,37.62,1,37.62,2024/1/10 19:59,新一线,支付宝,店铺券,15,22.62,2503,30,0,18-24
8524321,756388,糖醋里脊,600g,36.02,9,324.18,2024/3/16 15:54,二线,支付宝,满减,24,300.18,57,44,1,45-54
6854159,220108,宫保鸡丁,800g,49.34,2,98.68,2024/10/6 3:18,新一线,银行卡,满减,6,92.68,7070,46,1,35-44
6608605,500904,番茄炒蛋,800g,10.96,9,98.64,2024/1/11 5:56,三线,云闪付,平台券,4,94.64,2698,34,0,45-54
9173837,647218,清蒸鲈鱼,800g,20.51,4,82.04,2024/10/20 10:30,三线,银行卡,秒杀,1,81.04,5315,50,1,35-44
9055757,463785,番茄炒蛋,1000g,18.01,10,180.1,2024/2/5 0:01,新一线,支付宝,店铺券,5,175.1,9793,39,1,25-34
4068923,582303,麻婆豆腐,600g,42.49,2,84.98,2024/5/16 8:33,新一线,支付宝,无,0,84.98,4856,40,1,25-34
2277877,732151,番茄炒蛋,600g,40.1,2,80.2,2024/12/10 4:37,新一线,银行卡,会员折扣,2,78.2,9285,47,1,35-44
4183819,157280,麻婆豆腐,400g,36.78,8,294.24,2024/7/29 2:40,二线,支付宝,无,0,294.24,77,35,0,25-34
7845170,601361,鱼香肉丝,300g,44.84,1,44.84,2024/3/26 6:44,一线,支付宝,满减,5,39.84,2289,42,1,18-24
6854159,220108,宫保鸡丁,800g,40.79,5,203.95,2024/10/6 3:18,三线,银行卡,店铺券,0,203.95,7070,46,0,25-34
6685893,855290,番茄炒蛋,600g,33.12,4,132.48,2024/12/10 14:15,一线,余额,无,0,132.48,4104,47,1,25-34
5343656,794886,凉拌黄瓜,1000g,29.3,4,117.2,2024/11/23 16:44,新一线,支付宝,平台券,2,115.2,9701,13,0,45-54
2520524,288639,凉拌黄瓜,600g,12.89,0,0,2024/6/21 5:52,一线,支付宝,会员折扣,0,0,37,42,1,35-44
2736435,387600,螺蛳粉,1000g,47.44,7,332.08,2024/7/17 11:14,新一线,银行卡,会员折扣,5,327.08,86,37,0,25-34
3745335,758614,螺蛳粉,300g,21.09,5,105.45,2024/5/30 7:23,三线,支付宝,无,0,105.45,21,40,1,18-24
6680756,236037,鱼香肉丝,600g,40.03,5,200.15,2024/7/24 1:39,二线,支付宝,秒杀,2,198.15,3444,39,1,18-24
1205631,785848,蒜蓉西兰花,500g,11.97,10,119.7,2024/7/3 11:29,新一线,银行卡,秒杀,3,116.7,6915,33,1,45-54
4562198,638739,麻婆豆腐,800g,46.89,5,234.45,2024/3/17 16:09,二线,微信,会员折扣,6,228.45,7984,17,0,18-24
2755390,887826,番茄炒蛋,300g,10.21,9,91.89,2024/11/8 5:31,新一线,银行卡,无,0,91.89,75,44,1,25-34
5765322,878365,番茄炒蛋,600g,15.65,5,78.25,2024/6/1 18:11,一线,支付宝,会员折扣,6,72.25,5674,34,0,18-24
1964279,665195,鱼香肉丝,300g,36.61,5,183.05,2024/5/26 17:56,三线,支付宝,秒杀,7,176.05,3588,36,1,18-24
9654400,346303,螺蛳粉,300g,13.15,5,65.75,2024/8/17 21:33,一线,支付宝,会员折扣,2,63.75,9832,45,1,25-34
2309058,252370,回锅肉,800g,39.44,8,315.52,2024/1/14 2:16,二线,支付宝,店铺券,32,283.52,76,40,1,18-24
1205631,785848,蒜蓉西兰花,500g,22.05,8,176.4,2024/7/3 11:29,一线,银行卡,满减,11,165.4,6915,33,1,25-34
8451709,881106,番茄炒蛋,800g,39.67,9,357.03,2024/3/1 23:57,三线,余额,满减,4,353.03,8357,33,1,25-34
6603867,796137,螺蛳粉,400g,36.49,0,0,2024/8/6 0:34,二线,支付宝,店铺券,0,0,6705,40,0,25-34
4009846,748666,番茄炒蛋,600g,16.33,10,163.3,2024/3/5 6:27,三线,微信,无,0,163.3,8590,42,1,18-24
2031776,101541,蒜蓉西兰花,600g,15.13,6,90.78,2024/2/25 10:12,三线,支付宝,秒杀,12,78.78,90,31,1,18-24
4471996,741034,宫保鸡丁,500g,19.89,9,179.01,2024/1/9 19:03,一线,云闪付,会员折扣,1,178.01,5251,50,1,18-24
8619828,135807,糖醋里脊,300g,45.27,3,135.81,2024/10/12 23:49,新一线,支付宝,平台券,28,107.81,70,16,0,25-34
3043737,614144,凉拌黄瓜,1000g,17.86,10,178.6,2024/10/31 4:27,一线,微信,会员折扣,2,176.6,4091,34,0,45-54
1513462,199693,清蒸鲈鱼,600g,14.12,9,127.08,2024/5/5 13:37,新一线,微信,平台券,1,126.08,1889,45,1,25-34
3361677,906295,糖醋里脊,400g,38.76,9,348.84,2024/1/17 10:42,一线,银行卡,会员折扣,6,342.84,1936,34,1,25-34
3036558,347391,糖醋里脊,400g,19.96,5,99.8,2024/10/1 8:37,三线,银行卡,秒杀,3,96.8,3779,37,1,18-24
1996077,528595,宫保鸡丁,500g,22.98,2,45.96,2024/2/16 8:57,二线,支付宝,无,0,45.96,2482,31,0,45-54
2701397,909928,凉拌黄瓜,300g,11.03,9,99.27,2024/8/25 15:20,新一线,余额,满减,3,96.27,8823,22,1,25-34
9188610,804237,番茄炒蛋,1000g,42.13,4,168.52,2024/4/25 15:23,新一线,云闪付,平台券,1,167.52,87,40,1,25-34
4186500,122285,糖醋里脊,600g,45.89,1,45.89,2024/2/21 1:39,二线,余额,秒杀,7,38.89,5796,38,0,25-34
5828546,185395,宫保鸡丁,500g,10.52,1,10.52,2024/7/6 7:39,新一线,银行卡,无,0,10.52,9900,39,1,45-54
4179717,459031,糖醋里脊,300g,29.57,4,118.28,2024/1/5 18:14,二线,云闪付,平台券,8,110.28,74,40,1,45-54
4046471,444125,凉拌黄瓜,300g,47.47,3,142.41,2024/11/4 20:13,一线,支付宝,满减,4,138.41,4897,47,1,25-34
3043737,614144,凉拌黄瓜,1000g,11.51,10,115.1,2024/10/31 4:27,二线,微信,会员折扣,7,108.1,4091,34,0,25-34
4009846,748666,番茄炒蛋,600g,44.18,2,88.36,2024/3/5 6:27,三线,微信,会员折扣,19,69.36,8590,42,1,18-24
4768662,261091,宫保鸡丁,800g,20.28,7,141.96,2024/9/17 0:56,三线,余额,满减,3,138.96,9140,33,0,25-34
8167432,425502,糖醋里脊,600g,18.92,7,132.44,2024/3/7 16:14,新一线,支付宝,无,0,132.44,8630,33,0,18-24
9654400,346303,螺蛳粉,300g,19.2,5,96,2024/8/17 21:33,三线,支付宝,平台券,5,91,9832,45,1,45-54
9817373,848954,麻婆豆腐,200g,24.18,2,48.36,2024/3/18 8:06,一线,银行卡,满减,4,44.36,2304,31,1,35-44
2537519,768584,糖醋里脊,400g,16.33,6,97.98,2024/9/19 14:18,新一线,云闪付,店铺券,4,93.98,1484,17,0,25-34
7641270,625701,麻婆豆腐,400g,37.67,2,75.34,2024/7/10 1:36,新一线,余额,会员折扣,3,72.34,2679,45,1,25-34
1578422,996524,回锅肉,400g,32.73,9,294.57,2024/7/11 17:06,新一线,银行卡,满减,6,288.57,8383,38,1,25-34
2755390,887826,番茄炒蛋,300g,22.66,5,113.3,2024/11/8 5:31,二线,银行卡,满减,32,81.3,75,44,1,55+
1639428,656459,麻婆豆腐,400g,23.83,3,71.49,2024/9/10 16:06,三线,银行卡,会员折扣,1,70.49,2463,42,1,45-54
6248155,343556,麻婆豆腐,1000g,11.28,3,33.84,2024/2/27 18:37,二线,余额,平台券,2,31.84,9723,35,0,18-24
4944352,241866,糖醋里脊,400g,31.42,3,94.26,2024/11/11 19:47,三线,支付宝,无,0,94.26,3778,35,1,25-34
8506497,160336,蒜蓉西兰花,500g,25.48,1,25.48,2024/8/15 17:44,新一线,云闪付,满减,1,24.48,1863,32,0,18-24
9681094,937421,清蒸鲈鱼,300g,25.76,9,231.84,2024/8/17 7:03,一线,微信,无,0,231.84,3228,49,1,45-54
9238917,288757,螺蛳粉,1000g,22.66,4,90.64,2024/9/29 19:01,新一线,银行卡,秒杀,7,83.64,7401,31,0,25-34
8980238,579979,鱼香肉丝,800g,33.08,6,198.48,2024/1/14 12:57,新一线,支付宝,无,0,198.48,9258,44,0,18-24
3257943,392838,螺蛳粉,200g,11.77,1,11.77,2024/1/28 6:48,新一线,支付宝,秒杀,2,9.77,5667,38,0,45-54
2031776,101541,蒜蓉西兰花,600g,15.21,8,121.68,2024/2/25 10:12,新一线,支付宝,无,0,121.68,90,31,1,35-44
8707443,789066,鱼香肉丝,400g,19.79,4,79.16,2024/9/30 21:08,新一线,支付宝,会员折扣,1,78.16,3330,32,0,25-34
7792321,692105,清蒸鲈鱼,300g,44.13,0,0,2024/8/7 20:13,三线,银行卡,会员折扣,0,0,4848,48,1,25-34
6917282,118871,凉拌黄瓜,600g,42.87,8,342.96,2024/1/6 23:55,三线,银行卡,满减,13,329.96,3568,34,1,18-24
2755390,887826,番茄炒蛋,300g,23.49,8,187.92,2024/11/8 5:31,三线,银行卡,无,0,187.92,75,44,0,18-24
1449346,516380,麻婆豆腐,400g,30.39,9,273.51,2024/7/5 3:18,新一线,余额,平台券,8,265.51,9520,30,1,18-24
9654400,346303,螺蛳粉,300g,24.54,8,196.32,2024/8/17 21:33,一线,支付宝,满减,6,190.32,9832,45,1,45-54
5913586,305696,糖醋里脊,500g,16.56,10,165.6,2024/5/1 6:38,一线,支付宝,店铺券,10,155.6,10,14,0,18-24
2031776,101541,蒜蓉西兰花,600g,12.53,9,112.77,2024/2/25 10:12,新一线,支付宝,会员折扣,9,103.77,90,31,0,18-24
2098645,248439,糖醋里脊,400g,11.24,5,56.2,2024/4/22 14:30,新一线,余额,无,0,56.2,9077,40,1,25-34
1323496,960959,螺蛳粉,400g,21,4,84,2024/5/2 0:42,一线,支付宝,无,0,84,8779,32,0,18-24
9681094,937421,清蒸鲈鱼,300g,46.87,9,421.83,2024/8/17 7:03,三线,微信,满减,5,416.83,3228,49,1,25-34
7293164,575126,番茄炒蛋,600g,40.3,1,40.3,2024/1/1 16:40,三线,银行卡,无,0,40.3,7664,37,1,45-54
6203000,110149,清蒸鲈鱼,400g,39.27,2,78.54,2024/6/20 22:27,一线,支付宝,会员折扣,7,71.54,3491,33,1,18-24
7594782,649685,鱼香肉丝,800g,18.44,2,36.88,2024/12/8 14:07,二线,余额,无,0,36.88,8692,41,0,25-34
4138420,425167,回锅肉,1000g,20.93,9,188.37,2024/6/5 1:33,一线,余额,会员折扣,5,183.37,6635,49,1,18-24
3698100,768659,宫保鸡丁,800g,24.55,2,49.1,2024/9/25 2:56,新一线,云闪付,无,0,49.1,2541,41,1,18-24
9681094,937421,清蒸鲈鱼,300g,20.29,9,182.61,2024/8/17 7:03,二线,微信,满减,4,178.61,3228,49,1,45-54
9238917,288757,螺蛳粉,1000g,11.59,7,81.13,2024/9/29 19:01,新一线,银行卡,秒杀,1,80.13,7401,31,0,25-34
4138420,425167,回锅肉,1000g,27.93,5,139.65,2024/6/5 1:33,一线,余额,无,0,139.65,6635,49,1,25-34
4084794,302439,凉拌黄瓜,1000g,35.47,10,354.7,2024/3/2 19:59,三线,银行卡,会员折扣,6,348.7,4006,32,1,25-34
6777784,588378,回锅肉,300g,28.93,0,0,2024/6/25 8:46,三线,支付宝,店铺券,0,0,2997,40,0,18-24
1854099,676905,宫保鸡丁,600g,29.91,6,179.46,2024/2/13 15:22,新一线,银行卡,满减,9,170.46,3004,32,1,25-34
2080749,972346,宫保鸡丁,600g,42.24,4,168.96,2024/2/16 11:11,新一线,支付宝,满减,6,162.96,2202,46,0,18-24
9739739,954678,回锅肉,200g,24.14,10,241.4,2024/5/18 0:48,新一线,余额,满减,5,236.4,9667,30,0,35-44
2037418,234908,番茄炒蛋,300g,14.37,7,100.59,2024/9/22 16:10,二线,支付宝,会员折扣,1,99.59,8931,38,0,18-24
8034849,287112,麻婆豆腐,600g,20.86,8,166.88,2024/5/26 7:47,新一线,银行卡,平台券,6,160.88,3036,47,1,45-54
4665085,781492,螺蛳粉,400g,14.03,2,28.06,2024/8/25 4:37,二线,微信,无,0,28.06,9216,44,1,45-54
8389715,616278,凉拌黄瓜,1000g,38.3,6,229.8,2024/4/26 18:59,新一线,云闪付,满减,7,222.8,2356,35,1,18-24
2246248,101521,回锅肉,1000g,25.91,8,207.28,2024/2/5 1:44,新一线,银行卡,满减,24,183.28,65,43,1,25-34
3698100,768659,宫保鸡丁,800g,32.07,2,64.14,2024/9/25 2:56,新一线,云闪付,会员折扣,9,55.14,2541,41,1,18-24
3131097,744370,麻婆豆腐,300g,20.28,6,121.68,2024/12/17 13:34,三线,支付宝,平台券,33,88.68,10,46,1,18-24
4084794,302439,凉拌黄瓜,1000g,23.33,4,93.32,2024/3/2 19:59,新一线,银行卡,店铺券,3,90.32,4006,32,0,35-44
6277521,365579,回锅肉,1000g,29.44,1,29.44,2024/10/23 8:01,三线,银行卡,会员折扣,12,17.44,7504,49,1,25-34
3559258,409613,鱼香肉丝,200g,12.08,1,12.08,2024/10/4 15:39,一线,支付宝,满减,7,5.08,29,46,1,45-54
7293164,575126,番茄炒蛋,600g,27.73,1,27.73,2024/1/1 16:40,三线,银行卡,无,0,27.73,7664,37,1,18-24
9739739,954678,回锅肉,200g,49.04,9,441.36,2024/5/18 0:48,三线,余额,店铺券,7,434.36,9667,30,0,25-34
3702249,271510,清蒸鲈鱼,1000g,17.64,8,141.12,2024/11/1 7:19,二线,云闪付,店铺券,27,114.12,24,47,1,18-24
6187563,311502,鱼香肉丝,1000g,49.53,6,297.18,2024/10/15 13:13,新一线,银行卡,平台券,17,280.18,2483,45,1,18-24
6218676,590994,清蒸鲈鱼,1000g,40.82,2,81.64,2024/7/20 13:16,三线,支付宝,平台券,13,68.64,85,43,1,18-24
1578422,996524,回锅肉,400g,22.21,2,44.42,2024/7/11 17:06,三线,银行卡,平台券,0,44.42,8383,38,1,25-34
3702249,271510,清蒸鲈鱼,1000g,26.33,7,184.31,2024/11/1 7:19,新一线,云闪付,会员折扣,10,174.31,24,47,1,25-34
5913586,305696,糖醋里脊,500g,21.6,4,86.4,2024/5/1 6:38,新一线,支付宝,平台券,19,67.4,10,14,0,45-54
1854099,676905,宫保鸡丁,600g,15.08,8,120.64,2024/2/13 15:22,二线,银行卡,平台券,6,114.64,3004,32,1,18-24
4013706,851301,螺蛳粉,800g,48.84,5,244.2,2024/7/13 23:07,三线,云闪付,店铺券,4,240.2,5673,41,1,18-24
4186500,122285,糖醋里脊,600g,24.96,6,149.76,2024/2/21 1:39,新一线,余额,会员折扣,3,146.76,5796,38,0,18-24
4749686,347427,清蒸鲈鱼,500g,22.15,4,88.6,2024/1/24 11:27,一线,支付宝,平台券,3,85.6,9175,21,1,45-54
7915333,394324,螺蛳粉,500g,46.84,2,93.68,2024/12/27 7:02,二线,支付宝,秒杀,3,90.68,2617,37,1,18-24
6218676,590994,清蒸鲈鱼,1000g,22.84,10,228.4,2024/7/20 13:16,一线,支付宝,满减,29,199.4,85,43,1,55+
3361677,906295,糖醋里脊,400g,42.95,4,171.8,2024/1/17 10:42,一线,银行卡,会员折扣,8,163.8,1936,34,1,45-54
8063281,118490,凉拌黄瓜,300g,47.72,10,477.2,2024/5/3 23:27,一线,银行卡,无,0,477.2,14,31,1,45-54
9028502,843889,糖醋里脊,300g,17.25,8,138,2024/10/17 21:54,一线,支付宝,店铺券,4,134,7503,49,1,45-54
8707443,789066,鱼香肉丝,400g,38.48,1,38.48,2024/9/30 21:08,三线,支付宝,秒杀,5,33.48,3330,32,1,35-44
7792321,692105,清蒸鲈鱼,300g,48.51,5,242.55,2024/8/7 20:13,一线,银行卡,无,0,242.55,4848,48,1,18-24
3257943,392838,螺蛳粉,200g,24.53,2,49.06,2024/1/28 6:48,二线,支付宝,满减,4,45.06,5667,38,0,18-24
7364145,104359,凉拌黄瓜,800g,12.09,5,60.45,2024/4/15 1:46,二线,余额,秒杀,7,53.45,8207,34,1,18-24
4293994,635871,螺蛳粉,800g,17.79,10,177.9,2024/9/20 17:25,三线,银行卡,会员折扣,3,174.9,2925,23,0,18-24
2031776,101541,蒜蓉西兰花,600g,29.46,2,58.92,2024/2/25 10:12,新一线,支付宝,平台券,7,51.92,90,31,0,25-34
2068344,290949,宫保鸡丁,300g,19.44,1,19.44,2024/3/18 18:58,三线,支付宝,平台券,2,17.44,9096,39,1,25-34
6187563,311502,鱼香肉丝,1000g,39.22,5,196.1,2024/10/15 13:13,新一线,银行卡,店铺券,9,187.1,2483,45,1,18-24
2755390,887826,番茄炒蛋,300g,11.61,2,23.22,2024/11/8 5:31,新一线,银行卡,无,0,23.22,75,44,0,45-54
4773245,110479,番茄炒蛋,500g,19.64,2,39.28,2024/6/12 19:16,三线,云闪付,平台券,3,36.28,50,38,0,45-54
8063281,118490,凉拌黄瓜,300g,23.4,6,140.4,2024/5/3 23:27,二线,银行卡,满减,7,133.4,14,31,1,45-54
1280258,680617,清蒸鲈鱼,600g,21.58,10,215.8,2024/1/14 6:41,二线,银行卡,平台券,23,192.8,16,46,1,25-34
5197980,781059,番茄炒蛋,200g,20.2,7,141.4,2024/8/13 20:56,一线,余额,满减,1,140.4,9695,40,1,25-34
7665967,893565,糖醋里脊,500g,15.08,9,135.72,2024/1/12 1:28,二线,支付宝,无,0,135.72,5803,41,1,18-24
9638984,421639,清蒸鲈鱼,200g,22.22,2,44.44,2024/5/15 20:59,三线,支付宝,会员折扣,2,42.44,9935,33,1,18-24
4759877,355629,凉拌黄瓜,300g,39.34,2,78.68,2024/7/7 0:45,三线,银行卡,满减,11,67.68,8236,46,1,18-24
4009846,748666,番茄炒蛋,600g,38.11,1,38.11,2024/3/5 6:27,新一线,微信,平台券,7,31.11,8590,42,1,18-24
3698100,768659,宫保鸡丁,800g,38.41,9,345.69,2024/9/25 2:56,一线,云闪付,无,0,345.69,2541,41,1,25-34
